"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"Metro","Lansing, MI",,"MI","Lansing, MI, MI","Lansing, MI",108,3.7212449255751,81.73,,,146800,0.893470790378007,8.0206033848418,0.0449727520435967,,0.118778315981887,0.0200652524614616,68
"Metro","Fayetteville, AR",,"AR","Fayetteville, AR, AR","Fayetteville, AR",109,9.18809201623816,90.91,,,177600,0.851788756388416,8.55745721271394,0.121587837837838,,0.0704597366854833,0.0136084567913738,70
"Metro","Pensacola, FL",,"FL","Pensacola, FL, FL","Pensacola, FL",110,6.00811907983762,88.54,,,166000,0.97323600973236,8.99540380827314,0.0499397590361446,,0.110050540605867,0.0300922488290147,77
"Metro","Visalia, CA",,"CA","Visalia, CA, CA","Visalia, CA",111,5.31799729364005,83.78,,,206300,0.634146341463415,9.32697403285639,0.0428986912263694,,0.109195820302083,0.0230905861456483,65.5
"Metro","Shreveport, LA",,"LA","Shreveport, LA, LA","Shreveport, LA",112,0.757780784844384,75,,,119600,0.335570469798658,3.28151986183074,,,0.160663909608097,0.0325864321797479,106
"Metro","Springfield, MO",,"MO","Springfield, MO, MO","Springfield, MO",113,5.77807848443843,,,,145800,0.275103163686382,9.62406015037594,0.0321330589849109,,0.0713654751765956,0.0155224784324979,61
"Metro","York, PA",,"PA","York, PA, PA","York, PA",114,1.06901217861976,75.5,,,177300,0.396375990939977,3.98826979472141,0.0444500846023688,,0.0898662637793073,0.0513698630136986,78
"Metro","Flint, MI",,"MI","Flint, MI, MI","Flint, MI",116,5.66982408660352,81.77,,,107700,2.08530805687204,15.9311087190527,0.0719220055710306,,0.158215380125492,0.026170163707632,72
"Metro","Reno, NV",,"NV","Reno, NV, NV","Reno, NV",117,8.57916102841678,85.88,,,358100,0.420639371845205,9.04384896467722,0.102046914269757,,0.0499252030496634,0.0268081488545525,63
"Metro","Asheville, NC",,"NC","Asheville, NC, NC","Asheville, NC",118,8.78213802435724,92.03,,,241200,0.709812108559499,7.24766562916852,0.0477280265339968,,0.0477534594544271,0.0118325871058329,80
"Metro","Port St. Lucie, FL",,"FL","Port St. Lucie, FL, FL","Port St. Lucie, FL",119,8.22733423545331,86.98,,,222400,0.31574199368516,9.77295162882527,0.0375044964028777,,0.0655788427510282,0.0185535567567223,98
"Metro","Santa Maria-Santa Barbara, CA",,"CA","Santa Maria-Santa Barbara, CA, CA","Santa Maria-Santa Barbara, CA",120,4.9255751014885,89.81,,,595300,0.235729920862098,3.89179755671902,0.0342885939862254,,0.0712113135367345,0.0250990752972259,74
"Metro","Huntsville, AL",,"AL","Huntsville, AL, AL","Huntsville, AL",121,0.622462787550744,82.27,,,163200,0.245700245700246,8.87258172114743,-0.019203431372549,,0.134296250151484,0.0197474241112583,70
"Metro","Fort Wayne, IN",,"IN","Fort Wayne, IN, IN","Fort Wayne, IN",122,7.9702300405954,100,,,134800,0.822737471952132,9.06148867313916,0.0571513353115727,,0.0548772409712882,0.0293606260169327,55
"Metro","Salinas, CA",,"CA","Salinas, CA, CA","Salinas, CA",123,8.25439783491204,95.59,,,554400,0.544069640914037,6.30872483221477,0.0764159451659452,,0.0665201005025126,0.028328611898017,70
